paper,title,topic
465,BabelView: Evaluating the Impact of Code Injection Attacks in Mobile Webviews,Web security and privacy
466,On the Security of Frequency-Hiding Order-Preserving Encryption,Applied cryptography
467,The Dynamics of Innocent Flesh on the Bone: Code Reuse Ten Years Later,Software security
468,Multi-Tenant Secure Mobile Payment Framework,Hardware and architecture security
468,Multi-Tenant Secure Mobile Payment Framework,Mobile security and privacy
469,Robust Defense against Use-after-Free Vulnerabilities in Production Environments,Software security
470,Key Reinstallation Attacks: Forcing Nonce Reuse in WPA2,Applied cryptography
470,Key Reinstallation Attacks: Forcing Nonce Reuse in WPA2,Network security
470,Key Reinstallation Attacks: Forcing Nonce Reuse in WPA2,Protocols
471,Private Evaluation of Decision Trees using Sublinear Communication,Applied cryptography
471,Private Evaluation of Decision Trees using Sublinear Communication,Cloud security
471,Private Evaluation of Decision Trees using Sublinear Communication,Machine learning
471,Private Evaluation of Decision Trees using Sublinear Communication,Privacy-preserving systems
471,Private Evaluation of Decision Trees using Sublinear Communication,Protocols
472,Side-Channel Attacks on BLISS Lattice-Based Signatures: Exploiting Branch Tracing Against strongSwan and Electromagnetic Emanations in Microcontrollers,Applied cryptography
472,Side-Channel Attacks on BLISS Lattice-Based Signatures: Exploiting Branch Tracing Against strongSwan and Electromagnetic Emanations in Microcontrollers,Hardware and architecture security
472,Side-Channel Attacks on BLISS Lattice-Based Signatures: Exploiting Branch Tracing Against strongSwan and Electromagnetic Emanations in Microcontrollers,Software security
473,An Empirical Investigation into Feature-Based Prediction Models and Email Spam Filters for Detecting Obfuscated JavaScript,Machine learning
473,An Empirical Investigation into Feature-Based Prediction Models and Email Spam Filters for Detecting Obfuscated JavaScript,Malware
473,An Empirical Investigation into Feature-Based Prediction Models and Email Spam Filters for Detecting Obfuscated JavaScript,Metrics
473,An Empirical Investigation into Feature-Based Prediction Models and Email Spam Filters for Detecting Obfuscated JavaScript,Software security
473,An Empirical Investigation into Feature-Based Prediction Models and Email Spam Filters for Detecting Obfuscated JavaScript,Web security and privacy
474,Argos: An automated permission generation and verification framework for SDN,Network security
475,Understanding Android Obfuscation Techniques: A Large-Scale Investigation in the Wild,Mobile security and privacy
475,Understanding Android Obfuscation Techniques: A Large-Scale Investigation in the Wild,Software security
476,"An error-tolerant approach for efficient AES key retrieval in the presence of cache prefetching - Experiments, Results, Analysis",Applied cryptography
476,"An error-tolerant approach for efficient AES key retrieval in the presence of cache prefetching - Experiments, Results, Analysis",Hardware and architecture security
477,Analysis of Encrypted Cloud Storage,Applied cryptography
477,Analysis of Encrypted Cloud Storage,Cloud security
478,Lookahead ORAM,Applied cryptography
478,Lookahead ORAM,Cloud security
478,Lookahead ORAM,Privacy-preserving systems
479,Reduced Cooling Redundancy: A New Security Vulnerability in a Hot Data Center,Cloud security
480,May the Fourth Be With You: A Microarchitectural Side Channel Attack on Real-World Applications of Curve25519,Applied cryptography
480,May the Fourth Be With You: A Microarchitectural Side Channel Attack on Real-World Applications of Curve25519,Hardware and architecture security
480,May the Fourth Be With You: A Microarchitectural Side Channel Attack on Real-World Applications of Curve25519,Software security
481,Towards Practical Forward-Secure 0-RTT Key Exchange via Bloom Filter Encryption,Applied cryptography
481,Towards Practical Forward-Secure 0-RTT Key Exchange via Bloom Filter Encryption,Protocols
482,Watching the Weak Link into Your Home: An Inspection and Monitoring Toolkit for TR-069,Cyber-physical systems (including IoT) security
482,Watching the Weak Link into Your Home: An Inspection and Monitoring Toolkit for TR-069,Distributed systems security
482,Watching the Weak Link into Your Home: An Inspection and Monitoring Toolkit for TR-069,Network security
482,Watching the Weak Link into Your Home: An Inspection and Monitoring Toolkit for TR-069,Protocols
483,Directions for Improving Computer Security Incident Response Team (CSIRT) Effectiveness,Information flow
483,Directions for Improving Computer Security Incident Response Team (CSIRT) Effectiveness,User studies
484,Constrained Differential Privacy and Fair Mechanisms,Anonymity
484,Constrained Differential Privacy and Fair Mechanisms,Privacy-preserving systems
485,Composing Differential Privacy and Secure Computation: A case study on scaling private record linkage,Privacy policies
485,Composing Differential Privacy and Secure Computation: A case study on scaling private record linkage,Secure and verifiable computation
487,CuRTAIL: ChaRacterizing and Thwarting AdversarIal deep Learning,Machine learning
488,PERUN: Virtual Payment Channels over Cryptographic Currencies,Applied cryptography
488,PERUN: Virtual Payment Channels over Cryptographic Currencies,Protocols
489,Practical Graphs for Optimal Side-Channel Resistant Memory-Hard Functions,Access control
489,Practical Graphs for Optimal Side-Channel Resistant Memory-Hard Functions,Applied cryptography
489,Practical Graphs for Optimal Side-Channel Resistant Memory-Hard Functions,Authentication and authorization
489,Practical Graphs for Optimal Side-Channel Resistant Memory-Hard Functions,Hardware and architecture security
489,Practical Graphs for Optimal Side-Channel Resistant Memory-Hard Functions,Mobile security and privacy
490,Type-After-Type: Comprehensive and Practical Type-Safe Memory Reuse,Software security
491,Towards Predicting Efficient and Anonymous Tor Circuits,Anonymity
491,Towards Predicting Efficient and Anonymous Tor Circuits,Censorship-resistance
491,Towards Predicting Efficient and Anonymous Tor Circuits,Network security
492,The Meaning of Memory Safety,Information flow
492,The Meaning of Memory Safety,Language-based security
492,The Meaning of Memory Safety,Software security
493,AceDroid: Normalizing Diverse Android Access Control Checks for Inconsistency Detection,Access control
493,AceDroid: Normalizing Diverse Android Access Control Checks for Inconsistency Detection,Mobile security and privacy
494,Catch of the Day: a Close Look at the Malware Samples Collected Daily by a Security Company,Malware
495,Activity-aware Unsupervised Deep learning based Intrusion Detection System for Battery Exhausting Attacks on Android based mobile device,Machine learning
495,Activity-aware Unsupervised Deep learning based Intrusion Detection System for Battery Exhausting Attacks on Android based mobile device,Malware
495,Activity-aware Unsupervised Deep learning based Intrusion Detection System for Battery Exhausting Attacks on Android based mobile device,Mobile security and privacy
495,Activity-aware Unsupervised Deep learning based Intrusion Detection System for Battery Exhausting Attacks on Android based mobile device,Software security
495,Activity-aware Unsupervised Deep learning based Intrusion Detection System for Battery Exhausting Attacks on Android based mobile device,User studies
496,"Betrayal, Distrust, and Rationality: Smart Counter-Collusion Contracts for Verifiable Cloud Computing",Cloud security
496,"Betrayal, Distrust, and Rationality: Smart Counter-Collusion Contracts for Verifiable Cloud Computing",Secure and verifiable computation
497,TZ-Container: Enforcing Container Isolation on Untrusted OS with ARM TrustZone,Cloud security
498,(In-)Security of Cookies in HTTPS: Cookie Theft by Removing Cookie Flags,Network security
498,(In-)Security of Cookies in HTTPS: Cookie Theft by Removing Cookie Flags,Web security and privacy
500,Consistent Group Off-The-Record Messaging with SYM-GOTR,Protocols
501,Universally Composable Security Analysis of OpenID Connect for Android,Access control
501,Universally Composable Security Analysis of OpenID Connect for Android,Applied cryptography
501,Universally Composable Security Analysis of OpenID Connect for Android,Authentication and authorization
501,Universally Composable Security Analysis of OpenID Connect for Android,Protocols
502,Beware of Your Screen: Anonymous Fingerprinting of Device Screens for Off-line Payment Protection,Anonymity
502,Beware of Your Screen: Anonymous Fingerprinting of Device Screens for Off-line Payment Protection,Authentication and authorization
502,Beware of Your Screen: Anonymous Fingerprinting of Device Screens for Off-line Payment Protection,Mobile security and privacy
503,ProcHarvester: Fully Automated Analysis of Procfs Side-Channel Leaks on Android,Mobile security and privacy
503,ProcHarvester: Fully Automated Analysis of Procfs Side-Channel Leaks on Android,Software security
504,Spending Funds Fast and Silent: An Efficient Distributed Routing Algorithm for Path-Based Transactions,Privacy-preserving systems
505,Twisted-Stack: Stack Randomization for Mitigating (Just-In-Time) Return-Oriented Programming,Software security
506,Two-Factor Authentication with End-to-End Password Security and Reduced User Involvement,Applied cryptography
507,On the (Im)Possibility of Large Scale Power System Cyberattacks Leveraging Public Information,Cyber-physical systems (including IoT) security
508,Implementing Conjunction Obfuscation under Entropic Ring LWE,Applied cryptography
508,Implementing Conjunction Obfuscation under Entropic Ring LWE,Software security
509,Browser Security with a Grain of Salt: Drive-by Key-Extraction Cache Attack via PNaCl,Applied cryptography
509,Browser Security with a Grain of Salt: Drive-by Key-Extraction Cache Attack via PNaCl,Hardware and architecture security
509,Browser Security with a Grain of Salt: Drive-by Key-Extraction Cache Attack via PNaCl,Web security and privacy
510,Tor Mix or not Tor Mix: Leveraging Mixing to Protect Against Confirmation Attacks in Tor,Anonymity
510,Tor Mix or not Tor Mix: Leveraging Mixing to Protect Against Confirmation Attacks in Tor,Censorship-resistance
510,Tor Mix or not Tor Mix: Leveraging Mixing to Protect Against Confirmation Attacks in Tor,Privacy-preserving systems
511,Computer Vision Stealth: Protecting Privacy by Making Objects Invisible in Images,Machine learning
511,Computer Vision Stealth: Protecting Privacy by Making Objects Invisible in Images,Privacy-preserving systems
512,Active Proxies over TLS: Revisiting Multi-context TLS,Applied cryptography
512,Active Proxies over TLS: Revisiting Multi-context TLS,Network security
512,Active Proxies over TLS: Revisiting Multi-context TLS,Protocols
513,e-SAFE: An Energy-Efficient Secure-Access and Forensics-Enabled Scheme for Implantable Medical Devices,Applied cryptography
513,e-SAFE: An Energy-Efficient Secure-Access and Forensics-Enabled Scheme for Implantable Medical Devices,Authentication and authorization
513,e-SAFE: An Energy-Efficient Secure-Access and Forensics-Enabled Scheme for Implantable Medical Devices,Cyber-physical systems (including IoT) security
513,e-SAFE: An Energy-Efficient Secure-Access and Forensics-Enabled Scheme for Implantable Medical Devices,Protocols
514,A Deep Learning Framework for Conducting Stealthy Attacks in Industrial Control Systems,Cyber-physical systems (including IoT) security
514,A Deep Learning Framework for Conducting Stealthy Attacks in Industrial Control Systems,Machine learning
515,Katchup: The First User-Asymmetric Proof of Work,Access control
515,Katchup: The First User-Asymmetric Proof of Work,Applied cryptography
515,Katchup: The First User-Asymmetric Proof of Work,Authentication and authorization
515,Katchup: The First User-Asymmetric Proof of Work,Protocols
517,Revive: Rebalancing Off-Blockchain Payment Networks,Distributed systems security
517,Revive: Rebalancing Off-Blockchain Payment Networks,Protocols
518,DNA based XOR operation(DNAX) for Security of Data and DNA as storage medium,Applied cryptography
519,HoneyFrame: A Deception Planning Framework for Cyber Defense,Network security
520,Mind Your Keys? A Security Evaluation of Java Keystores,Applied cryptography
520,Mind Your Keys? A Security Evaluation of Java Keystores,Authentication and authorization
520,Mind Your Keys? A Security Evaluation of Java Keystores,Software security
521,Pattern Matching on Encrypted Streams: Applications to DPI and searches on genomic data,Applied cryptography
521,Pattern Matching on Encrypted Streams: Applications to DPI and searches on genomic data,Cloud security
521,Pattern Matching on Encrypted Streams: Applications to DPI and searches on genomic data,Privacy-preserving systems
522,Protecting Data with Mandatory Retention Requirements using Dragchute Encryption,Applied cryptography
522,Protecting Data with Mandatory Retention Requirements using Dragchute Encryption,Distributed systems security
523,Expediting Network-wide Anomaly Detection - An Information Centrality based Approach,Cyber-physical systems (including IoT) security
523,Expediting Network-wide Anomaly Detection - An Information Centrality based Approach,Information flow
523,Expediting Network-wide Anomaly Detection - An Information Centrality based Approach,Intrusion detection
523,Expediting Network-wide Anomaly Detection - An Information Centrality based Approach,Network security
524,Breaking Ed25519 Using a Few Thousand Traces,Applied cryptography
525,Distributed Measurement with Private Set-Union Cardinality,Anonymity
525,Distributed Measurement with Private Set-Union Cardinality,Privacy-preserving systems
526,FlashGuard: Leveraging Intrinsic Flash Properties to Defend Against Encryption Ransomware,Hardware and architecture security
526,FlashGuard: Leveraging Intrinsic Flash Properties to Defend Against Encryption Ransomware,Software security
527,Cryptographically Secure Information Flow Control on Key-Value Stores,Applied cryptography
527,Cryptographically Secure Information Flow Control on Key-Value Stores,Information flow
527,Cryptographically Secure Information Flow Control on Key-Value Stores,Language-based security
528,ProbeGuard: Mitigating Probing Attacks Through Reactive Program Transformations,Software security
529,Securing Unmanned Aircraft Through Continuous Pilot Authentication: An initial investigation,Access control
529,Securing Unmanned Aircraft Through Continuous Pilot Authentication: An initial investigation,Authentication and authorization
529,Securing Unmanned Aircraft Through Continuous Pilot Authentication: An initial investigation,Cyber-physical systems (including IoT) security
529,Securing Unmanned Aircraft Through Continuous Pilot Authentication: An initial investigation,Distributed systems security
529,Securing Unmanned Aircraft Through Continuous Pilot Authentication: An initial investigation,Hardware and architecture security
529,Securing Unmanned Aircraft Through Continuous Pilot Authentication: An initial investigation,Intrusion detection
529,Securing Unmanned Aircraft Through Continuous Pilot Authentication: An initial investigation,Machine learning
529,Securing Unmanned Aircraft Through Continuous Pilot Authentication: An initial investigation,User studies
531,MiniORAM: Minimizing Storage and Bandwidth for Layer-based Partition ORAMs,Cloud security
531,MiniORAM: Minimizing Storage and Bandwidth for Layer-based Partition ORAMs,Privacy-preserving systems
532,JITGuard: Hardening Just-in-time Compilers with SGX,Software security
533,Contour: A Practical System for Binary Transparency,Distributed systems security
533,Contour: A Practical System for Binary Transparency,Protocols
533,Contour: A Practical System for Binary Transparency,Software security
534,End Users Get Maneuvered: Redirection Hijacking in Content Delivery Networks,Distributed systems security
534,End Users Get Maneuvered: Redirection Hijacking in Content Delivery Networks,Network security
535,Bumblebee: A Program Transformer for Revealing Hidden Behavior in Android Applications,Malware
535,Bumblebee: A Program Transformer for Revealing Hidden Behavior in Android Applications,Mobile security and privacy
535,Bumblebee: A Program Transformer for Revealing Hidden Behavior in Android Applications,Software security
536,Beyond Precision and Recall: Understanding Uses (and Misuses) of Similarity Hashes in Binary Analysis,Malware
537,ANCHOR: logically-centralized security for Software-Defined Networks,Network security
538,Linear Size Circuit-based PSI via Cuckoo Hashing,Privacy-preserving systems
539,VButton: Practical Attestation of User-driven Operations in Mobile Apps,Mobile security and privacy
540,Leaky Cauldron on the Dark Land: Understanding Memory Side-Channel Hazards in SGX,Cloud security
540,Leaky Cauldron on the Dark Land: Understanding Memory Side-Channel Hazards in SGX,Hardware and architecture security
541,Cache Leakage Detection in Cryptographic Libraries,Applied cryptography
541,Cache Leakage Detection in Cryptographic Libraries,Hardware and architecture security
541,Cache Leakage Detection in Cryptographic Libraries,Software security
542,On the Power of Optical Contactless Probing: Attacking Bitstream Encryption of FPGAs,Cyber-physical systems (including IoT) security
542,On the Power of Optical Contactless Probing: Attacking Bitstream Encryption of FPGAs,Hardware and architecture security
543,User-driven Access Control via Mental Model Reconstruction,Access control
543,User-driven Access Control via Mental Model Reconstruction,Machine learning
543,User-driven Access Control via Mental Model Reconstruction,Mobile security and privacy
543,User-driven Access Control via Mental Model Reconstruction,User studies
544,Things You May Not Know About Android (Un)Packers: A Systematic Study based on Whole-System Emulation,Malware
544,Things You May Not Know About Android (Un)Packers: A Systematic Study based on Whole-System Emulation,Mobile security and privacy
544,Things You May Not Know About Android (Un)Packers: A Systematic Study based on Whole-System Emulation,Software security
545,Template Based Compression on Security Related Information Flow Data,Forensics
546,The Pyramid Scheme,Applied cryptography
546,The Pyramid Scheme,Cloud security
546,The Pyramid Scheme,Hardware and architecture security
546,The Pyramid Scheme,Privacy-preserving systems
547,Koinonia: A Transparent E-Voting Scheme with Long-term Privacy,Anonymity
547,Koinonia: A Transparent E-Voting Scheme with Long-term Privacy,Applied cryptography
547,Koinonia: A Transparent E-Voting Scheme with Long-term Privacy,Privacy-preserving systems
547,Koinonia: A Transparent E-Voting Scheme with Long-term Privacy,Secure and verifiable computation
547,Koinonia: A Transparent E-Voting Scheme with Long-term Privacy,Web security and privacy
548,Standardizing Bad Cryptographic Practice - A teardown of the IEEE standard for protecting electronic-design intellectual property,Hardware and architecture security
549,Broken Fingers: On the Usage of the Fingerprint API in Android,Mobile security and privacy
549,Broken Fingers: On the Usage of the Fingerprint API in Android,Software security
550,Breaking and Fixing Secure Similarity Approximations: Dealing with Adversarially Perturbed Inputs,Applied cryptography
550,Breaking and Fixing Secure Similarity Approximations: Dealing with Adversarially Perturbed Inputs,Privacy-preserving systems
550,Breaking and Fixing Secure Similarity Approximations: Dealing with Adversarially Perturbed Inputs,Secure and verifiable computation
551,"Checked C for Safety, Gradually",Cyber-physical systems (including IoT) security
551,"Checked C for Safety, Gradually",Language-based security
551,"Checked C for Safety, Gradually",Software security
552,Moíöbius: Trustless Tumbling for Transaction Privacy,Anonymity
552,Moíöbius: Trustless Tumbling for Transaction Privacy,Applied cryptography
552,Moíöbius: Trustless Tumbling for Transaction Privacy,Privacy-preserving systems
552,Moíöbius: Trustless Tumbling for Transaction Privacy,Protocols
553,Towards Supporting Security Program Comprehension by Detecting Object Interaction,Mobile security and privacy
553,Towards Supporting Security Program Comprehension by Detecting Object Interaction,Software security
554,A Systematic Hardening of Java's Information Hiding,Access control
554,A Systematic Hardening of Java's Information Hiding,Software security
555,Efficient Public Trace-and-Revoke from Standard Assumptions,Applied cryptography
555,Efficient Public Trace-and-Revoke from Standard Assumptions,Protocols
556,Frequency-smoothing encryption: preventing snapshot attacks on encrypted databases,Applied cryptography
556,Frequency-smoothing encryption: preventing snapshot attacks on encrypted databases,Cloud security
556,Frequency-smoothing encryption: preventing snapshot attacks on encrypted databases,Privacy-preserving systems
557,Rewriting History: Changing the Archived Web from the Present,Web security and privacy
558,HACL*: A Verified Modern Cryptographic Library,Applied cryptography
558,HACL*: A Verified Modern Cryptographic Library,Information flow
558,HACL*: A Verified Modern Cryptographic Library,Language-based security
558,HACL*: A Verified Modern Cryptographic Library,Network security
558,HACL*: A Verified Modern Cryptographic Library,Protocols
558,HACL*: A Verified Modern Cryptographic Library,Software security
559,Efficient Maliciously Secure Multiparty Computation for RAM,Secure and verifiable computation
560,"When ciphering is not enough, Secure Access Control System",Access control
560,"When ciphering is not enough, Secure Access Control System",Authentication and authorization
560,"When ciphering is not enough, Secure Access Control System",Mobile security and privacy
560,"When ciphering is not enough, Secure Access Control System",Protocols
561,FileBounty: Fair Data and Value Exchange with Automated Dispute Mediation,Applied cryptography
561,FileBounty: Fair Data and Value Exchange with Automated Dispute Mediation,Censorship-resistance
561,FileBounty: Fair Data and Value Exchange with Automated Dispute Mediation,Distributed systems security
561,FileBounty: Fair Data and Value Exchange with Automated Dispute Mediation,Protocols
561,FileBounty: Fair Data and Value Exchange with Automated Dispute Mediation,Secure and verifiable computation
561,FileBounty: Fair Data and Value Exchange with Automated Dispute Mediation,Web security and privacy
563,Malicious-Secure Private Set Intersection via Dual Execution,Applied cryptography
563,Malicious-Secure Private Set Intersection via Dual Execution,Protocols
563,Malicious-Secure Private Set Intersection via Dual Execution,Secure and verifiable computation
564,RAIN: Refinable Attack Investigation with On-demand Inter-Process Information Flow Tracking,Forensics
564,RAIN: Refinable Attack Investigation with On-demand Inter-Process Information Flow Tracking,Information flow
564,RAIN: Refinable Attack Investigation with On-demand Inter-Process Information Flow Tracking,Intrusion detection
565,Designing New Operating Primitives to Improve Fuzzing Performance,Software security
566,Solidus: An Incentive-compatible Cryptocurrency Based on Permissionless Byzantine Consensus,Applied cryptography
566,Solidus: An Incentive-compatible Cryptocurrency Based on Permissionless Byzantine Consensus,Distributed systems security
567,TARANET: Traffic-Analysis Resistant Anonymity at the NETwork layer,Anonymity
567,TARANET: Traffic-Analysis Resistant Anonymity at the NETwork layer,Censorship-resistance
568,Secure Data Exchange: A Marketplace in the Cloud,Applied cryptography
568,Secure Data Exchange: A Marketplace in the Cloud,Cloud security
568,Secure Data Exchange: A Marketplace in the Cloud,Protocols
568,Secure Data Exchange: A Marketplace in the Cloud,Secure and verifiable computation
569,Distribution-Sensitive Format-Transforming Encryption from Generative Models,Anonymity
569,Distribution-Sensitive Format-Transforming Encryption from Generative Models,Applied cryptography
569,Distribution-Sensitive Format-Transforming Encryption from Generative Models,Censorship-resistance
569,Distribution-Sensitive Format-Transforming Encryption from Generative Models,Machine learning
569,Distribution-Sensitive Format-Transforming Encryption from Generative Models,Privacy-preserving systems
569,Distribution-Sensitive Format-Transforming Encryption from Generative Models,Web security and privacy
570,Quantifying the Pressure of Legal Risks on Third-party Vulnerability Research,Cyber-physical systems (including IoT) security
570,Quantifying the Pressure of Legal Risks on Third-party Vulnerability Research,Metrics
570,Quantifying the Pressure of Legal Risks on Third-party Vulnerability Research,Network security
570,Quantifying the Pressure of Legal Risks on Third-party Vulnerability Research,Privacy policies
571,Privacy-Preserving Search of Similar Patients in Genomic Data,Applied cryptography
571,Privacy-Preserving Search of Similar Patients in Genomic Data,Privacy-preserving systems
571,Privacy-Preserving Search of Similar Patients in Genomic Data,Protocols
571,Privacy-Preserving Search of Similar Patients in Genomic Data,Secure and verifiable computation
572,User Blocking Considered Harmful? A Programmable Side Channel to Identify Social Accounts,Web security and privacy
573,Checking Open-Source License Violation and 1-day Security Risk at Large Scale,Software security
574,Don‰Ûªt Let One Rotten Apple Spoil the Whole Barrel: Towards Automated Detection of Shadowed Domains,Network security
575,Towards a Timely Causality Analysis for Enterprise Security,Forensics
575,Towards a Timely Causality Analysis for Enterprise Security,Intrusion detection
577,FirmUSB: Vetting USB Device Firmware using Domain Informed Symbolic Execution,Forensics
577,FirmUSB: Vetting USB Device Firmware using Domain Informed Symbolic Execution,Hardware and architecture security
577,FirmUSB: Vetting USB Device Firmware using Domain Informed Symbolic Execution,Malware
577,FirmUSB: Vetting USB Device Firmware using Domain Informed Symbolic Execution,Software security
578,On the Effectiveness of Software Hooks in Anti-malware Tools,Malware
578,On the Effectiveness of Software Hooks in Anti-malware Tools,Software security
579,CRYSTALS -- Kyber: a CCA-secure module-lattice-based KEM,Applied cryptography
579,CRYSTALS -- Kyber: a CCA-secure module-lattice-based KEM,Network security
579,CRYSTALS -- Kyber: a CCA-secure module-lattice-based KEM,Protocols
580,New message-recovery attacks on Format Preserving Encryption,Applied cryptography
581,Curie: Policy-based Secure Data Exchange,Applied cryptography
581,Curie: Policy-based Secure Data Exchange,Privacy-preserving systems
581,Curie: Policy-based Secure Data Exchange,Privacy policies
581,Curie: Policy-based Secure Data Exchange,Protocols
581,Curie: Policy-based Secure Data Exchange,Secure and verifiable computation
582,SUNDAE: Small Universal Deterministic Authenticated Encryption for the Internet of Things,Applied cryptography
582,SUNDAE: Small Universal Deterministic Authenticated Encryption for the Internet of Things,Protocols
583,Analyzing the security properties of Group Key Agreement protocols,Distributed systems security
583,Analyzing the security properties of Group Key Agreement protocols,Network security
584,A Trust-Chain Based Terminal Protection Tool,Malware
584,A Trust-Chain Based Terminal Protection Tool,Secure and verifiable computation
585,"Deterministic, Stash-Free Write-Only ORAM",Applied cryptography
585,"Deterministic, Stash-Free Write-Only ORAM",Cloud security
585,"Deterministic, Stash-Free Write-Only ORAM",Hardware and architecture security
585,"Deterministic, Stash-Free Write-Only ORAM",Privacy-preserving systems
585,"Deterministic, Stash-Free Write-Only ORAM",Protocols
586,Improving Automated Symbolic Analysis for E-voting Protocols: A Method Based on Sufficient Conditions for Ballot Secrecy,Anonymity
586,Improving Automated Symbolic Analysis for E-voting Protocols: A Method Based on Sufficient Conditions for Ballot Secrecy,Privacy-preserving systems
586,Improving Automated Symbolic Analysis for E-voting Protocols: A Method Based on Sufficient Conditions for Ballot Secrecy,Protocols
587,Formal Black-Box Analysis of Routing Protocol Implementations,Network security
588,Experimental Evaluation of Attack Surface of Google's Cloud Video Intelligence API,Machine learning
589,A Hybrid Approach to Secure Function Evaluation using SGX,Hardware and architecture security
589,A Hybrid Approach to Secure Function Evaluation using SGX,Protocols
589,A Hybrid Approach to Secure Function Evaluation using SGX,Secure and verifiable computation
590,AlterEVE : Autonomous Verified Data Services,Access control
590,AlterEVE : Autonomous Verified Data Services,Cloud security
590,AlterEVE : Autonomous Verified Data Services,Distributed systems security
590,AlterEVE : Autonomous Verified Data Services,Secure and verifiable computation
591,Metron: An Unobtrusive Value-based Information Flow Tracker,Information flow
591,Metron: An Unobtrusive Value-based Information Flow Tracker,Mobile security and privacy
592,DolphinAttack: Inaudible Voice Commands,Cyber-physical systems (including IoT) security
592,DolphinAttack: Inaudible Voice Commands,Hardware and architecture security
592,DolphinAttack: Inaudible Voice Commands,Mobile security and privacy
593,Building Adversary-Resistant Deep Neural Networks without Security through Obscurity,Machine learning
595,PPETS-FGP: Privacy-Preserving Electronic Ticket Scheme with Fine-Grained Pricing,Anonymity
595,PPETS-FGP: Privacy-Preserving Electronic Ticket Scheme with Fine-Grained Pricing,Applied cryptography
595,PPETS-FGP: Privacy-Preserving Electronic Ticket Scheme with Fine-Grained Pricing,Authentication and authorization
595,PPETS-FGP: Privacy-Preserving Electronic Ticket Scheme with Fine-Grained Pricing,Privacy-preserving systems
595,PPETS-FGP: Privacy-Preserving Electronic Ticket Scheme with Fine-Grained Pricing,Protocols
596,Authenticated Garbling and Efficient Maliciously Secure Two-Party Computation,Applied cryptography
596,Authenticated Garbling and Efficient Maliciously Secure Two-Party Computation,Secure and verifiable computation
597,Nonmalleable Information Flow Control,Information flow
597,Nonmalleable Information Flow Control,Language-based security
598,POISED: Spotting Twitter Spam Off the Beaten Paths,Machine learning
598,POISED: Spotting Twitter Spam Off the Beaten Paths,Malware
599,Oblivious Neural Network Predictions via MiniONN transformations,Applied cryptography
599,Oblivious Neural Network Predictions via MiniONN transformations,Machine learning
599,Oblivious Neural Network Predictions via MiniONN transformations,Privacy-preserving systems
599,Oblivious Neural Network Predictions via MiniONN transformations,Protocols
600,MagNet: a Two-Pronged Defense against Adversarial Examples,Machine learning
601,Finding a Needle in a Haystack: The Traffic Analysis Version,Anonymity
601,Finding a Needle in a Haystack: The Traffic Analysis Version,Censorship-resistance
601,Finding a Needle in a Haystack: The Traffic Analysis Version,Intrusion detection
601,Finding a Needle in a Haystack: The Traffic Analysis Version,Malware
601,Finding a Needle in a Haystack: The Traffic Analysis Version,Network security
601,Finding a Needle in a Haystack: The Traffic Analysis Version,Privacy-preserving systems
602,Precise Detection of Side-Channel Vulnerabilities using Quantitative Cartesian Hoare Logic,Secure and verifiable computation
602,Precise Detection of Side-Channel Vulnerabilities using Quantitative Cartesian Hoare Logic,Software security
603,Keep me updated: An Empirical Study of Third-Party Library Updatability on Android,Mobile security and privacy
604,Detection under Privileged Information,Intrusion detection
604,Detection under Privileged Information,Machine learning
604,Detection under Privileged Information,Malware
604,Detection under Privileged Information,Metrics
605,"Anonymous Communication for Messengers via ""Forced"" Participation",Privacy-preserving systems
605,"Anonymous Communication for Messengers via ""Forced"" Participation",Web security and privacy
606,Zero-Knowledge Contingent Payments Revisited: Attacks and Payments for Services,Applied cryptography
606,Zero-Knowledge Contingent Payments Revisited: Attacks and Payments for Services,Protocols
606,Zero-Knowledge Contingent Payments Revisited: Attacks and Payments for Services,Secure and verifiable computation
607,How to Authenticate the Unauthenticated: More Uncertainty Certainly Helps,Applied cryptography
608,Can We Authenticate Messages with Simple Parity Checks?,Applied cryptography
609,Reverse Firewalls for Secure-Channel Establishment Revisited: Towards reverse firewalls for TLS 1.3,Applied cryptography
609,Reverse Firewalls for Secure-Channel Establishment Revisited: Towards reverse firewalls for TLS 1.3,Protocols
610,Fast Private Set Intersection from Homomorphic Encryption,Applied cryptography
610,Fast Private Set Intersection from Homomorphic Encryption,Protocols
610,Fast Private Set Intersection from Homomorphic Encryption,Secure and verifiable computation
611,Leveraging Hardware Transactional Memory for Cache Side-Channel Defenses,Cloud security
611,Leveraging Hardware Transactional Memory for Cache Side-Channel Defenses,Hardware and architecture security
611,Leveraging Hardware Transactional Memory for Cache Side-Channel Defenses,Software security
612,Gomora: Efficient Type Safety for C++,Language-based security
612,Gomora: Efficient Type Safety for C++,Software security
614,LibSEAL: Revealing Service Integrity Violations Using Trusted Execution,Cloud security
614,LibSEAL: Revealing Service Integrity Violations Using Trusted Execution,Secure and verifiable computation
614,LibSEAL: Revealing Service Integrity Violations Using Trusted Execution,Web security and privacy
615,A Comprehensive Symbolic Analysis of TLS 1.3,Network security
615,A Comprehensive Symbolic Analysis of TLS 1.3,Protocols
615,A Comprehensive Symbolic Analysis of TLS 1.3,Secure and verifiable computation
615,A Comprehensive Symbolic Analysis of TLS 1.3,Web security and privacy
616,The ART of App Compartmentalization: Compiler-based Library Privilege Separation on Stock Android,Mobile security and privacy
